POINTID,ELEVATION,X_LOC,Y_LOC 
1234,467.9899902,2304636.664,4816959.757
1235,555.5999756,2305136.664,4816959.757
1236,630.6599731,2305636.664,4816959.757
1237,606.7199707,2306136.664,4816959.757
1238,564.2600098,2306636.664,4816959.757
1239,575.5900269,2307136.664,4816959.757
1240,585.1099853,2307636.664,4816959.757
1241,681.0700073,2308136.664,4816959.757
1242,764.5999756,2308636.664,4816959.757
1243,684.6900024,2309136.664,4816959.757
1244,627.2000122,2309636.664,4816959.757
1245,613.2600098,2310136.664,4816959.757
1246,533.5700073,2310636.664,4816959.757
1247,535.3900147,2311136.664,4816959.757
1248,521.289978,2311636.664,4816959.757
1249,536.8300171,2312136.664,4816959.757
1250,639.5100098,2312636.664,4816959.757
1251,726.789978,2313136.664,4816959.757
1252,741.9899902,2313636.664,4816959.757
1253,761.2800293,2314136.664,4816959.757
1254,724.5599976,2314636.664,4816959.757
1255,749.1199951,2315136.664,4816959.757
1256,790.8400269,2315636.664,4816959.757
1257,707.9099731,2316136.664,4816959.757
1258,655.1199951,2316636.664,4816959.757
1259,572.8800049,2317136.664,4816959.757
1260,605,2317636.664,4816959.757
1261,695.4699707,2318136.664,4816959.757
1262,608.1099853,2318636.664,4816959.757
1263,557.2999878,2319136.664,4816959.757
1264,579.8400269,2319636.664,4816959.757
1265,630.0599976,2320136.664,4816959.757
1266,748.5700073,2320636.664,4816959.757
1267,873.539978,2321136.664,4816959.757
1268,365.1499939,2287136.664,4816459.757
1269,349.519989,2287636.664,4816459.757
1270,448.7799988,2288136.664,4816459.757
1271,464.8099976,2288636.664,4816459.757
1272,355.730011,2289136.664,4816459.757
1273,423.269989,2289636.664,4816459.757
1274,400,2290136.664,4816459.757
1275,406.3900147,2290636.664,4816459.757
1276,442.8999939,2291136.664,4816459.757
1277,402.2099915,2291636.664,4816459.757
1278,342.1099853,2292136.664,4816459.757
1279,418.4100037,2292636.664,4816459.757
1280,498.0299988,2293136.664,4816459.757
1281,405.6000061,2293636.664,4816459.757
1282,343.2799988,2294136.664,4816459.757
1283,316.269989,2294636.664,4816459.757
1284,283.1300049,2295136.664,4816459.757
1285,278.6099853,2295636.664,4816459.757
1286,281.6300049,2296136.664,4816459.757
1287,284.769989,2296636.664,4816459.757
1288,289.3999939,2297136.664,4816459.757
1289,296.6700134,2297636.664,4816459.757
1290,308.7200012,2298136.664,4816459.757
1291,355.1400147,2298636.664,4816459.757
1292,383.8599853,2299136.664,4816459.757
1293,335.7000122,2299636.664,4816459.757
1294,408.0400085,2300136.664,4816459.757
1295,512.039978,2300636.664,4816459.757
1296,533.7399902,2301136.664,4816459.757
1297,418.6499939,2301636.664,4816459.757
1298,394.2399902,2302136.664,4816459.757
1299,459.9299927,2302636.664,4816459.757
1300,380.0100098,2303136.664,4816459.757
1301,470.9599915,2303636.664,4816459.757
1302,430.7600098,2304136.664,4816459.757
1303,454.7399902,2304636.664,4816459.757
1304,496.7900085,2305136.664,4816459.757
1305,613.5900269,2305636.664,4816459.757
1306,615.8800049,2306136.664,4816459.757
1307,598.9400024,2306636.664,4816459.757
1308,652.7700195,2307136.664,4816459.757
1309,648.8300171,2307636.664,4816459.757
1310,700.75,2308136.664,4816459.757
1311,671.6500244,2308636.664,4816459.757
1312,591.0999756,2309136.664,4816459.757
1313,552.1300049,2309636.664,4816459.757
1314,633.6199951,2310136.664,4816459.757
1315,564.7399902,2310636.664,4816459.757
1316,487.3399963,2311136.664,4816459.757
1317,569.1799927,2311636.664,4816459.757
1318,609.7000122,2312136.664,4816459.757
1319,590.8099976,2312636.664,4816459.757
1320,721.2199707,2313136.664,4816459.757
1321,750.6400147,2313636.664,4816459.757
1322,656.6400147,2314136.664,4816459.757
1323,688.8800049,2314636.664,4816459.757
1324,816.4899902,2315136.664,4816459.757
1325,730.5999756,2315636.664,4816459.757
1326,646.289978,2316136.664,4816459.757
1327,638.0599976,2316636.664,4816459.757
1328,647.9500122,2317136.664,4816459.757
1329,602.0100098,2317636.664,4816459.757
1330,721.25,2318136.664,4816459.757
1331,654.7800293,2318636.664,4816459.757
1332,610.2700195,2319136.664,4816459.757
1333,515.5200195,2319636.664,4816459.757
1334,608.2600098,2320136.664,4816459.757
1335,685.8499756,2320636.664,4816459.757
1336,818.5599976,2321136.664,4816459.757
1337,951.1199951,2321636.664,4816459.757
1338,366.5960083,2285636.664,4815959.757
1339,419.3970032,2286136.664,4815959.757
1340,408.131012,2286636.664,4815959.757
1341,374.4400024,2287136.664,4815959.757
1342,381.3800049,2287636.664,4815959.757
1343,469.0599976,2288136.664,4815959.757
1344,366.2000122,2288636.664,4815959.757
1345,396.9400024,2289136.664,4815959.757
1346,479.0299988,2289636.664,4815959.757
1347,519.8599853,2290136.664,4815959.757
1348,475.230011,2290636.664,4815959.757
1349,431.8099976,2291136.664,4815959.757
1350,351.6300049,2291636.664,4815959.757
1351,401.9100037,2292136.664,4815959.757
1352,432.7999878,2292636.664,4815959.757
1353,566.8900147,2293136.664,4815959.757
1354,462.9100037,2293636.664,4815959.757
1355,372.6799927,2294136.664,4815959.757
1356,373.6199951,2294636.664,4815959.757
1357,330.8599853,2295136.664,4815959.757
1358,286.2399902,2295636.664,4815959.757
1359,277.9299927,2296136.664,4815959.757
1360,282,2296636.664,4815959.757
1361,285.1499939,2297136.664,4815959.757
1362,286.6900024,2297636.664,4815959.757
1363,302.4200134,2298136.664,4815959.757
1364,318.8099976,2298636.664,4815959.757
1365,354.8299866,2299136.664,4815959.757
1366,422.0899963,2299636.664,4815959.757
1367,467.7399902,2300136.664,4815959.757
1368,467.3599853,2300636.664,4815959.757
1369,468.6499939,2301136.664,4815959.757
1370,449.5499878,2301636.664,4815959.757
1371,424.4100037,2302136.664,4815959.757
1372,422.230011,2302636.664,4815959.757
1373,398.1600037,2303136.664,4815959.757
1374,396.75,2303636.664,4815959.757
1375,404.6600037,2304136.664,4815959.757
1376,420.0799866,2304636.664,4815959.757
1377,484.8500061,2305136.664,4815959.757
1378,535.3599853,2305636.664,4815959.757
1379,556.210022,2306136.664,4815959.757
1380,630.2700195,2306636.664,4815959.757
1381,685.0999756,2307136.664,4815959.757
1382,754.2700195,2307636.664,4815959.757
1383,789.5999756,2308136.664,4815959.757
1384,651.6400147,2308636.664,4815959.757
1385,728.1599731,2309136.664,4815959.757
1386,622.5300293,2309636.664,4815959.757
1387,528.2800293,2310136.664,4815959.757
1388,542.5999756,2310636.664,4815959.757
1389,519.8300171,2311136.664,4815959.757
1390,600.5200195,2311636.664,4815959.757
1391,687,2312136.664,4815959.757
1392,635.6699829,2312636.664,4815959.757
1393,682.9299927,2313136.664,4815959.757
1394,613.7999878,2313636.664,4815959.757
1395,654.4400024,2314136.664,4815959.757
1396,702.6199951,2314636.664,4815959.757
1397,775.8300171,2315136.664,4815959.757
1398,759.9099731,2315636.664,4815959.757
1399,791.5,2316136.664,4815959.757
1400,744.2399902,2316636.664,4815959.757
1401,662.3400269,2317136.664,4815959.757
1402,651.8200073,2317636.664,4815959.757
1403,742.8400269,2318136.664,4815959.757
1404,685.2000122,2318636.664,4815959.757
1405,648.5999756,2319136.664,4815959.757
1406,561.289978,2319636.664,4815959.757
1407,571.75,2320136.664,4815959.757
1408,631.3200073,2320636.664,4815959.757
1409,722.9799805,2321136.664,4815959.757
1410,846.7000122,2321636.664,4815959.757
1411,438.7780151,2285636.664,4815459.757
1412,470.3940124,2286136.664,4815459.757
1413,401.6650085,2286636.664,4815459.757
1414,363.8299866,2287136.664,4815459.757
1415,424.8900147,2287636.664,4815459.757
1416,438.25,2288136.664,4815459.757
1417,390.0700073,2288636.664,4815459.757
1418,454.9899902,2289136.664,4815459.757
1419,529.4199829,2289636.664,4815459.757
1420,518.9099731,2290136.664,4815459.757
1421,453.4899902,2290636.664,4815459.757
1422,387.2999878,2291136.664,4815459.757
1423,423.8299866,2291636.664,4815459.757
1424,520.6300049,2292136.664,4815459.757
1425,556.7700195,2292636.664,4815459.757
1426,582.8099976,2293136.664,4815459.757
1427,504.3599853,2293636.664,4815459.757
1428,464.3800049,2294136.664,4815459.757
1429,417.3200073,2294636.664,4815459.757
1430,371.730011,2295136.664,4815459.757
1431,294.8299866,2295636.664,4815459.757
1432,277.5599976,2296136.664,4815459.757
1433,279.3699951,2296636.664,4815459.757
1434,282.8999939,2297136.664,4815459.757
1435,294.0499878,2297636.664,4815459.757
1436,311.4400024,2298136.664,4815459.757
1437,334.7799988,2298636.664,4815459.757
1438,427.980011,2299136.664,4815459.757
1439,394.4100037,2299636.664,4815459.757
1440,455.4299927,2300136.664,4815459.757
1441,470.8800049,2300636.664,4815459.757
1442,416.7600098,2301136.664,4815459.757
1443,448.8599853,2301636.664,4815459.757
1444,352.8900147,2302136.664,4815459.757
1445,399.1499939,2302636.664,4815459.757
1446,470.5400085,2303136.664,4815459.757
1447,449.6499939,2303636.664,4815459.757
1448,463.519989,2304136.664,4815459.757
1449,506.269989,2304636.664,4815459.757
1450,437.9100037,2305136.664,4815459.757
1451,503.0599976,2305636.664,4815459.757
1452,516.0499878,2306136.664,4815459.757
1453,600.7999878,2306636.664,4815459.757
1454,660.960022,2307136.664,4815459.757
1455,779.4400024,2307636.664,4815459.757
1456,711.7399902,2308136.664,4815459.757
1457,723.5700073,2308636.664,4815459.757
1458,645.6099853,2309136.664,4815459.757
1459,591.4899902,2309636.664,4815459.757
1460,558.4199829,2310136.664,4815459.757
1461,554.5999756,2310636.664,4815459.757
1462,504.8200073,2311136.664,4815459.757
1463,610.2399902,2311636.664,4815459.757
1464,678.3300171,2312136.664,4815459.757
1465,601.7199707,2312636.664,4815459.757
1466,598.0999756,2313136.664,4815459.757
1467,587.6400147,2313636.664,4815459.757
1468,717.6099853,2314136.664,4815459.757
1469,737.0700073,2314636.664,4815459.757
1470,779.5900269,2315136.664,4815459.757
1471,785.289978,2315636.664,4815459.757
1472,725.960022,2316136.664,4815459.757
1473,674.3200073,2316636.664,4815459.757
1474,707.6300049,2317136.664,4815459.757
1475,707.0800171,2317636.664,4815459.757
1476,753.460022,2318136.664,4815459.757
1477,620.25,2318636.664,4815459.757
1478,560.789978,2319136.664,4815459.757
1479,634.1500244,2319636.664,4815459.757
1480,639.8499756,2320136.664,4815459.757
1481,600.3900147,2320636.664,4815459.757
1482,704.9400024,2321136.664,4815459.757
1483,741.789978,2321636.664,4815459.757
1484,849.1500244,2322136.664,4815459.757
1485,524.3209839,2285636.664,4814959.757
1486,457.0780029,2286136.664,4814959.757
1487,448.9880066,2286636.664,4814959.757
1488,488.3500061,2287136.664,4814959.757
1489,470.4700012,2287636.664,4814959.757
1490,374.5799866,2288136.664,4814959.757
1491,451.269989,2288636.664,4814959.757
1492,516.289978,2289136.664,4814959.757
1493,424.6099853,2289636.664,4814959.757
1494,417.6700134,2290136.664,4814959.757
1495,379.0899963,2290636.664,4814959.757
1496,421.1000061,2291136.664,4814959.757
1497,461.2900085,2291636.664,4814959.757
1498,553.7199707,2292136.664,4814959.757
1499,654.7700195,2292636.664,4814959.757
1500,640.5599976,2293136.664,4814959.757
1501,567.4899902,2293636.664,4814959.757
1502,572.6500244,2294136.664,4814959.757
1503,485.75,2294636.664,4814959.757
1504,413.5899963,2295136.664,4814959.757
1505,351.1799927,2295636.664,4814959.757
1506,281.7799988,2296136.664,4814959.757
1507,276.3099976,2296636.664,4814959.757
1508,278.8399963,2297136.664,4814959.757
1509,287.8299866,2297636.664,4814959.757
1510,336.0299988,2298136.664,4814959.757
1511,333.7200012,2298636.664,4814959.757
1512,353.3999939,2299136.664,4814959.757
1513,487.6400147,2299636.664,4814959.757
1514,408.1199951,2300136.664,4814959.757
1515,421.8399963,2300636.664,4814959.757
1516,397.5,2301136.664,4814959.757
1517,371.230011,2301636.664,4814959.757
1518,361.8500061,2302136.664,4814959.757
1519,464.3399963,2302636.664,4814959.757
1520,485.269989,2303136.664,4814959.757
1521,553.789978,2303636.664,4814959.757
1522,514.5100098,2304136.664,4814959.757
1523,509.6700134,2304636.664,4814959.757
1524,482.7099915,2305136.664,4814959.757
1525,562.9899902,2305636.664,4814959.757
1526,626.0200195,2306136.664,4814959.757
1527,705.9199829,2306636.664,4814959.757
1528,688.1599731,2307136.664,4814959.757
1529,661.4699707,2307636.664,4814959.757
1530,753.7700195,2308136.664,4814959.757
1531,647.5700073,2308636.664,4814959.757
1532,739.8800049,2309136.664,4814959.757
1533,725.8699951,2309636.664,4814959.757
1534,647.3900147,2310136.664,4814959.757
1535,526.2199707,2310636.664,4814959.757
1536,504.6400147,2311136.664,4814959.757
1537,607.8400269,2311636.664,4814959.757
1538,618.7700195,2312136.664,4814959.757
1539,565.7399902,2312636.664,4814959.757
1540,562.6900024,2313136.664,4814959.757
1541,677.6699829,2313636.664,4814959.757
1542,664,2314136.664,4814959.757
1543,724.8499756,2314636.664,4814959.757
1544,675.7299805,2315136.664,4814959.757
1545,729.0300293,2315636.664,4814959.757
1546,733.7000122,2316136.664,4814959.757
1547,720.9699707,2316636.664,4814959.757
1548,729.7000122,2317136.664,4814959.757
1549,731.9400024,2317636.664,4814959.757
1550,679.0900269,2318136.664,4814959.757
1551,623.1699829,2318636.664,4814959.757
1552,666.2199707,2319136.664,4814959.757
1553,651.1500244,2319636.664,4814959.757
1554,606.1199951,2320136.664,4814959.757
1555,588.0200195,2320636.664,4814959.757
1556,610.3599853,2321136.664,4814959.757
1557,683.3699951,2321636.664,4814959.757
1558,788.289978,2322136.664,4814959.757
1559,866.0200195,2322636.664,4814959.757
1560,499.6000061,2285136.664,4814459.757
1561,592.9210205,2285636.664,4814459.757
1562,596.0770264,2286136.664,4814459.757
1563,512.8209839,2286636.664,4814459.757
1564,444.0799866,2287136.664,4814459.757
1565,384.5499878,2287636.664,4814459.757
1566,413.5599976,2288136.664,4814459.757
1567,489.8900147,2288636.664,4814459.757
1568,429.9400024,2289136.664,4814459.757
1569,433.1099853,2289636.664,4814459.757
1570,458.8999939,2290136.664,4814459.757
1571,469.4299927,2290636.664,4814459.757
1572,489.519989,2291136.664,4814459.757
1573,548.5700073,2291636.664,4814459.757
1574,576.3099976,2292136.664,4814459.757
1575,682.9199829,2292636.664,4814459.757
1576,640.7800293,2293136.664,4814459.757
1577,588.2299805,2293636.664,4814459.757
1578,576.2600098,2294136.664,4814459.757
1579,576.0499878,2294636.664,4814459.757
1580,471.4400024,2295136.664,4814459.757
1581,406.3800049,2295636.664,4814459.757
1582,339.9899902,2296136.664,4814459.757
1583,279.4700012,2296636.664,4814459.757
1584,274.3699951,2297136.664,4814459.757
1585,293.6700134,2297636.664,4814459.757
1586,337.1400147,2298136.664,4814459.757
1587,374.2799988,2298636.664,4814459.757
1588,366.1000061,2299136.664,4814459.757
1589,406.230011,2299636.664,4814459.757
1590,400.9299927,2300136.664,4814459.757
1591,381.9700012,2300636.664,4814459.757
1592,355,2301136.664,4814459.757
1593,347.480011,2301636.664,4814459.757
1594,350.4200134,2302136.664,4814459.757
1595,476.3200073,2302636.664,4814459.757
1596,518.6099853,2303136.664,4814459.757
1597,474.5599976,2303636.664,4814459.757
1598,530.960022,2304136.664,4814459.757
1599,548.9699707,2304636.664,4814459.757
1600,581.8800049,2305136.664,4814459.757
1601,597.6699829,2305636.664,4814459.757
1602,672.7000122,2306136.664,4814459.757
1603,590.8099976,2306636.664,4814459.757
1604,640.2299805,2307136.664,4814459.757
1605,719.0200195,2307636.664,4814459.757
1606,609.2000122,2308136.664,4814459.757
1607,674.3300171,2308636.664,4814459.757
1608,678.6500244,2309136.664,4814459.757
1609,683.5100098,2309636.664,4814459.757
1610,563.5900269,2310136.664,4814459.757
1611,513.75,2310636.664,4814459.757
1612,474.7600098,2311136.664,4814459.757
1613,609.5100098,2311636.664,4814459.757
1614,580.6500244,2312136.664,4814459.757
1615,564.5300293,2312636.664,4814459.757
1616,665.1500244,2313136.664,4814459.757
1617,712.1799927,2313636.664,4814459.757
1618,718.8599853,2314136.664,4814459.757
1619,672.0999756,2314636.664,4814459.757
1620,628.6900024,2315136.664,4814459.757
1621,639.7999878,2315636.664,4814459.757
1622,731.4899902,2316136.664,4814459.757
1623,803.0900269,2316636.664,4814459.757
1624,779.9400024,2317136.664,4814459.757
1625,762.4899902,2317636.664,4814459.757
1626,654.8200073,2318136.664,4814459.757
1627,709.0200195,2318636.664,4814459.757
1628,786.4899902,2319136.664,4814459.757
1629,655.3499756,2319636.664,4814459.757
1630,695.4899902,2320136.664,4814459.757
1631,641.0499878,2320636.664,4814459.757
1632,647.8900147,2321136.664,4814459.757
1633,766.2999878,2321636.664,4814459.757
1634,695.7700195,2322136.664,4814459.757
1635,754.0700073,2322636.664,4814459.757
1636,885.6900024,2323136.664,4814459.757
1637,665.6300049,2336636.664,4814459.757
1638,673.1699829,2337136.664,4814459.757
1639,674.1199951,2337636.664,4814459.757
1640,640.0800171,2338136.664,4814459.757
1641,608.4379883,2284636.664,4813959.757
1642,691.3330078,2285136.664,4813959.757
1643,562.4390259,2285636.664,4813959.757
1644,500.3930054,2286136.664,4813959.757
1645,443.5910034,2286636.664,4813959.757
1646,397.8200073,2287136.664,4813959.757
1647,437.6099853,2287636.664,4813959.757
1648,486.8699951,2288136.664,4813959.757
1649,462.9700012,2288636.664,4813959.757
1650,473.8299866,2289136.664,4813959.757
1651,510.1600037,2289636.664,4813959.757
1652,578.9699707,2290136.664,4813959.757
1653,497.8599853,2290636.664,4813959.757
1654,559.4699707,2291136.664,4813959.757
1655,552.0800171,2291636.664,4813959.757
1656,597.9099731,2292136.664,4813959.757
1657,680.8200073,2292636.664,4813959.757
1658,566.5,2293136.664,4813959.757
1659,542.4099731,2293636.664,4813959.757
1660,484.9899902,2294136.664,4813959.757
1661,481.0799866,2294636.664,4813959.757
1662,470.4599915,2295136.664,4813959.757
1663,381.0599976,2295636.664,4813959.757
1664,312.4899902,2296136.664,4813959.757
1665,281.3999939,2296636.664,4813959.757
1666,276.6799927,2297136.664,4813959.757
1667,293.8200073,2297636.664,4813959.757
1668,323.1799927,2298136.664,4813959.757
1669,369.9200134,2298636.664,4813959.757
1670,376.4599915,2299136.664,4813959.757
1671,393.730011,2299636.664,4813959.757
1672,319.9100037,2300136.664,4813959.757
1673,354.2900085,2300636.664,4813959.757
1674,361.0700073,2301136.664,4813959.757
1675,456.3900147,2301636.664,4813959.757
1676,448.2900085,2302136.664,4813959.757
1677,428.3800049,2302636.664,4813959.757
1678,462.6099853,2303136.664,4813959.757
1679,539.3400269,2303636.664,4813959.757
1680,554.0800171,2304136.664,4813959.757
1681,621.0900269,2304636.664,4813959.757
1682,623.1300049,2305136.664,4813959.757
1683,625.7299805,2305636.664,4813959.757
1684,659.5700073,2306136.664,4813959.757
1685,588.7999878,2306636.664,4813959.757
1686,616.1799927,2307136.664,4813959.757
1687,611.8499756,2307636.664,4813959.757
1688,601.1500244,2308136.664,4813959.757
1689,653.4400024,2308636.664,4813959.757
1690,595.8099976,2309136.664,4813959.757
1691,682,2309636.664,4813959.757
1692,623.5100098,2310136.664,4813959.757
1693,551.3300171,2310636.664,4813959.757
1694,460.7999878,2311136.664,4813959.757
1695,599.4400024,2311636.664,4813959.757
1696,547.6900024,2312136.664,4813959.757
1697,569.8599853,2312636.664,4813959.757
1698,594.3400269,2313136.664,4813959.757
1699,660.1300049,2313636.664,4813959.757
1700,620.9699707,2314136.664,4813959.757
1701,601.1400147,2314636.664,4813959.757
1702,646.9500122,2315136.664,4813959.757
1703,695.5100098,2315636.664,4813959.757
1704,769.3300171,2316136.664,4813959.757
1705,696.4699707,2316636.664,4813959.757
1706,692.0599976,2317136.664,4813959.757
1707,700.5300293,2317636.664,4813959.757
1708,658.3099976,2318136.664,4813959.757
1709,745.1400147,2318636.664,4813959.757
1710,769.9899902,2319136.664,4813959.757
1711,651.5599976,2319636.664,4813959.757
1712,781,2320136.664,4813959.757
1713,681.960022,2320636.664,4813959.757
1714,739.2299805,2321136.664,4813959.757
1715,683.1300049,2321636.664,4813959.757
1716,664.4199829,2322136.664,4813959.757
1717,690.5100098,2322636.664,4813959.757
1718,744.7000122,2323136.664,4813959.757
1719,855.8300171,2323636.664,4813959.757
1720,761.1900024,2336136.664,4813959.757
1721,801.5599976,2336636.664,4813959.757
1722,618.210022,2337136.664,4813959.757
1723,676.5700073,2337636.664,4813959.757
1724,644.8599853,2338136.664,4813959.757
1725,725.0900269,2338636.664,4813959.757
1726,914.5200195,2339136.664,4813959.757
1727,1087.349976,2339636.664,4813959.757
1728,526.71698,2282136.664,4813459.757
1729,581.4199829,2282636.664,4813459.757
1730,782.59198,2284136.664,4813459.757
1731,710.6439819,2284636.664,4813459.757
1732,584.7080078,2285136.664,4813459.757
1733,517.4210205,2285636.664,4813459.757
1734,472.3890076,2286136.664,4813459.757
1735,436.1440124,2286636.664,4813459.757
1736,540.1500244,2287136.664,4813459.757
1737,547.5800171,2287636.664,4813459.757
1738,582.8499756,2288136.664,4813459.757
1739,500.7999878,2288636.664,4813459.757
1740,498.8900147,2289136.664,4813459.757
1741,582.7700195,2289636.664,4813459.757
1742,636.3800049,2290136.664,4813459.757
1743,561.7000122,2290636.664,4813459.757
1744,482,2291136.664,4813459.757
1745,510.6600037,2291636.664,4813459.757
1746,608.7600098,2292136.664,4813459.757
1747,630.3200073,2292636.664,4813459.757
1748,614.4199829,2293136.664,4813459.757
1749,513.3900147,2293636.664,4813459.757
1750,479.1900024,2294136.664,4813459.757
1751,386.2099915,2294636.664,4813459.757
1752,364.4700012,2295136.664,4813459.757
1753,329.019989,2295636.664,4813459.757
1754,310.8500061,2296136.664,4813459.757
1755,299.980011,2296636.664,4813459.757
1756,278.7600098,2297136.664,4813459.757
1757,290.8800049,2297636.664,4813459.757
1758,381.0400085,2298136.664,4813459.757
1759,388.9599915,2298636.664,4813459.757
1760,335.6199951,2299136.664,4813459.757
1761,298.0899963,2299636.664,4813459.757
1762,404.4700012,2300136.664,4813459.757
1763,446.3699951,2300636.664,4813459.757
1764,447.8699951,2301136.664,4813459.757
1765,502.7900085,2301636.664,4813459.757
1766,526.8300171,2302136.664,4813459.757
1767,500.5299988,2302636.664,4813459.757
1768,483.5,2303136.664,4813459.757
1769,525.4299927,2303636.664,4813459.757
1770,621.3699951,2304136.664,4813459.757
1771,605.8800049,2304636.664,4813459.757
1772,583.1199951,2305136.664,4813459.757
1773,651.2299805,2305636.664,4813459.757
1774,579.4299927,2306136.664,4813459.757
1775,590.5,2306636.664,4813459.757
1776,524.5700073,2307136.664,4813459.757
1777,624.6099853,2307636.664,4813459.757
1778,519.9400024,2308136.664,4813459.757
1779,627.789978,2308636.664,4813459.757
1780,521.5800171,2309136.664,4813459.757
1781,599.1699829,2309636.664,4813459.757
1782,565.8099976,2310136.664,4813459.757
1783,517.2299805,2310636.664,4813459.757
1784,477.0599976,2311136.664,4813459.757
1785,579.5300293,2311636.664,4813459.757
1786,522,2312136.664,4813459.757
1787,546.8599853,2312636.664,4813459.757
1788,621.2600098,2313136.664,4813459.757
1789,555.539978,2313636.664,4813459.757
1790,572.039978,2314136.664,4813459.757
1791,651.2000122,2314636.664,4813459.757
1792,688.0700073,2315136.664,4813459.757
1793,756.5,2315636.664,4813459.757
1794,665.3900147,2316136.664,4813459.757
1795,678.6099853,2316636.664,4813459.757
1796,649.4199829,2317136.664,4813459.757
1797,736.6300049,2317636.664,4813459.757
1798,676.6500244,2318136.664,4813459.757
1799,792.2299805,2318636.664,4813459.757
1800,758.1099853,2319136.664,4813459.757
1801,796.9500122,2319636.664,4813459.757
1802,789.539978,2320136.664,4813459.757
1803,782.9000244,2320636.664,4813459.757
1804,808.6300049,2321136.664,4813459.757
1805,690.289978,2321636.664,4813459.757
1806,603.1400147,2322136.664,4813459.757
1807,605.8300171,2322636.664,4813459.757
1808,664.7700195,2323136.664,4813459.757
1809,743.0200195,2323636.664,4813459.757
1810,1064.040039,2336136.664,4813459.757
1811,864.8800049,2336636.664,4813459.757
1812,701.9299927,2337136.664,4813459.757
1813,572.1599731,2337636.664,4813459.757
1814,544.7199707,2338136.664,4813459.757
1815,609.3400269,2338636.664,4813459.757
1816,752.1699829,2339136.664,4813459.757
1817,924.1599731,2339636.664,4813459.757
1818,597.9140015,2281636.664,4812959.757
1819,717.6630249,2282136.664,4812959.757
1820,684.5700073,2282636.664,4812959.757
1821,798.0999756,2283136.664,4812959.757
1822,906.71698,2283636.664,4812959.757
1823,836.242981,2284136.664,4812959.757
1824,701.742981,2284636.664,4812959.757
1825,531.0629883,2285136.664,4812959.757
1826,519.5640259,2285636.664,4812959.757
1827,470.3930054,2286136.664,4812959.757
1828,492.3619995,2286636.664,4812959.757
1829,599.710022,2287136.664,4812959.757
1830,553.0700073,2287636.664,4812959.757
1831,487.0499878,2288136.664,4812959.757
1832,445.5599976,2288636.664,4812959.757
1833,511.2999878,2289136.664,4812959.757
1834,634.2000122,2289636.664,4812959.757
1835,532.3599853,2290136.664,4812959.757
1836,535.1799927,2290636.664,4812959.757
1837,428.5700073,2291136.664,4812959.757
1838,502.2799988,2291636.664,4812959.757
1839,510.0100098,2292136.664,4812959.757
1840,624.2199707,2292636.664,4812959.757
1841,722.4199829,2293136.664,4812959.757
1842,586.5499878,2293636.664,4812959.757
1843,536.3599853,2294136.664,4812959.757
1844,506.4200134,2294636.664,4812959.757
1845,426.4599915,2295136.664,4812959.757
1846,377.7799988,2295636.664,4812959.757
1847,318.1499939,2296136.664,4812959.757
1848,281.3099976,2296636.664,4812959.757
1849,272.5899963,2297136.664,4812959.757
1850,285.1300049,2297636.664,4812959.757
1851,317.9100037,2298136.664,4812959.757
1852,299.8599853,2298636.664,4812959.757
1853,297.2399902,2299136.664,4812959.757
1854,392.0499878,2299636.664,4812959.757
1855,561.9799805,2300136.664,4812959.757
1856,530.7199707,2300636.664,4812959.757
1857,592.1599731,2301136.664,4812959.757
1858,561.6799927,2301636.664,4812959.757
1859,578.5,2302136.664,4812959.757
1860,524.5700073,2302636.664,4812959.757
1861,506.5599976,2303136.664,4812959.757
1862,594.3699951,2303636.664,4812959.757
1863,607.0200195,2304136.664,4812959.757
1864,577.3300171,2304636.664,4812959.757
1865,615.75,2305136.664,4812959.757
1866,600.2000122,2305636.664,4812959.757
1867,605.4099731,2306136.664,4812959.757
1868,615.2399902,2306636.664,4812959.757
1869,573.75,2307136.664,4812959.757
1870,589.0100098,2307636.664,4812959.757
1871,582.8400269,2308136.664,4812959.757
1872,493.6400147,2308636.664,4812959.757
1873,604.5700073,2309136.664,4812959.757
1874,557.1500244,2309636.664,4812959.757
1875,472.7200012,2310136.664,4812959.757
1876,445.0299988,2310636.664,4812959.757
1877,502.9700012,2311136.664,4812959.757
1878,586.9400024,2311636.664,4812959.757
1879,515.4400024,2312136.664,4812959.757
1880,511.8399963,2312636.664,4812959.757
1881,523.1599731,2313136.664,4812959.757
1882,574.7800293,2313636.664,4812959.757
1883,614.0700073,2314136.664,4812959.757
1884,605.7999878,2314636.664,4812959.757
1885,697.3499756,2315136.664,4812959.757
1886,644.0900269,2315636.664,4812959.757
1887,675.8599853,2316136.664,4812959.757
1888,602.2999878,2316636.664,4812959.757
1889,676.3599853,2317136.664,4812959.757
1890,770.2399902,2317636.664,4812959.757
1891,792.1699829,2318136.664,4812959.757
1892,808.6699829,2318636.664,4812959.757
1893,843.8300171,2319136.664,4812959.757
1894,847.539978,2319636.664,4812959.757
1895,757.1300049,2320136.664,4812959.757
1896,737.5499878,2320636.664,4812959.757
1897,745.3099976,2321136.664,4812959.757
1898,664.5700073,2321636.664,4812959.757
1899,603.8300171,2322136.664,4812959.757
1900,563.0499878,2322636.664,4812959.757
1901,655.6900024,2323136.664,4812959.757
1902,661.2800293,2323636.664,4812959.757
1903,780.5599976,2324136.664,4812959.757
1904,925.7999878,2324636.664,4812959.757
